"Seller Group","Supplier","Date","Reference","Customer code","Customer name","Physical_Address1","Physical_Address2","Physical_Address3","Physical_Address4","Deliver1","Deliver2","Deliver3","Deliver4","Telephone","Product code","Product description","Quantity","Value","Rep"
"ALL Other","Sweets",03/02/2026,"IN-431876","P1713","FOREVER RESORTS WARMBATHS (30D-C)","P. O. Box 75","","Bela Bela","0480","Chris Hani Drive","","Bela Bela","0480","014 736 8500","C3408","Cadbury PS Caramilk Large 40x48g",1,452.84,9
"ALL Other","Sweets",03/02/2026,"IN-431876","P1713","FOREVER RESORTS WARMBATHS (30D-C)","P. O. Box 75","","Bela Bela","0480","Chris Hani Drive","","Bela Bela","0480","014 736 8500","C8004308","Cadbury 5 Star 32x48.5g",1,372.66,9
"ALL Other","Diplomat",03/02/2026,"IN-431876","P1713","FOREVER RESORTS WARMBATHS (30D-C)","P. O. Box 75","","Bela Bela","0480","Chris Hani Drive","","Bela Bela","0480","014 736 8500","C846211","Cadbury Dipped Flake Large Each 40's",1,505.34,9
"ALL Other","Clippa",03/02/2026,"IN-431876","P1713","FOREVER RESORTS WARMBATHS (30D-C)","P. O. Box 75","","Bela Bela","0480","Chris Hani Drive","","Bela Bela","0480","014 736 8500","CHUP001","Chups Melody Pops Cola 48x15g",1,266.67,9
"ALL Other","Clippa",03/02/2026,"IN-431876","P1713","FOREVER RESORTS WARMBATHS (30D-C)","P. O. Box 75","","Bela Bela","0480","Chris Hani Drive","","Bela Bela","0480","014 736 8500","CHUP002","Chups Melody Pops Strawberry 48x15g",1,266.67,9
"ALL Other","Vapes",03/02/2026,"IN-431876","P1713","FOREVER RESORTS WARMBATHS (30D-C)","P. O. Box 75","","Bela Bela","0480","Chris Hani Drive","","Bela Bela","0480","014 736 8500","JK1120K","E-Xhale 20JK Lemon Lime 3.5% 20 000 Puff",1,1982.61,9
"ALL Other","Vapes",03/02/2026,"IN-431876","P1713","FOREVER RESORTS WARMBATHS (30D-C)","P. O. Box 75","","Bela Bela","0480","Chris Hani Drive","","Bela Bela","0480","014 736 8500","JKISBR20K","E-Xhale 20JK Sour Blue Rasb 3.5% 20 000 Puff",1,1982.61,9
"ALL Other","Vapes",03/02/2026,"IN-431876","P1713","FOREVER RESORTS WARMBATHS (30D-C)","P. O. Box 75","","Bela Bela","0480","Chris Hani Drive","","Bela Bela","0480","014 736 8500","JKPMB20K","E-Xhale 20JK Peach Mix Berry 3.5% 20 000 Puff",1,1982.61,9
"ALL Other","Vapes",03/02/2026,"IN-431876","P1713","FOREVER RESORTS WARMBATHS (30D-C)","P. O. Box 75","","Bela Bela","0480","Chris Hani Drive","","Bela Bela","0480","014 736 8500","JKRL20K","E-Xhale 20JK Rasberr Lychee 3.5% 20 000 Puff",1,1982.61,9
"ALL Other","Vapes",03/02/2026,"IN-431876","P1713","FOREVER RESORTS WARMBATHS (30D-C)","P. O. Box 75","","Bela Bela","0480","Chris Hani Drive","","Bela Bela","0480","014 736 8500","JKSED20K","E-Xhale 20JK Straw Energy Drink 3.5% 20 000 Puff",1,1982.61,9
"ALL Other","Vapes",03/02/2026,"IN-431876","P1713","FOREVER RESORTS WARMBATHS (30D-C)","P. O. Box 75","","Bela Bela","0480","Chris Hani Drive","","Bela Bela","0480","014 736 8500","JKSPF20K","E-Xhale 20JK Straw Passion 3.5% 20 000 Puff",1,1982.61,9
"ALL Other","SG - Mars",03/02/2026,"IN-431876","P1713","FOREVER RESORTS WARMBATHS (30D-C)","P. O. Box 75","","Bela Bela","0480","Chris Hani Drive","","Bela Bela","0480","014 736 8500","MAR501","M & M Milk Choc 24x45g",2,694.56,9
"ALL Other","SG - Mars",03/02/2026,"IN-431876","P1713","FOREVER RESORTS WARMBATHS (30D-C)","P. O. Box 75","","Bela Bela","0480","Chris Hani Drive","","Bela Bela","0480","014 736 8500","MAR502","M & M Milk Choc Peanut 24x45g",2,694.56,9
"ALL Other","Clippa",03/02/2026,"IN-431876","P1713","FOREVER RESORTS WARMBATHS (30D-C)","P. O. Box 75","","Bela Bela","0480","Chris Hani Drive","","Bela Bela","0480","014 736 8500","MEN021","Mentos Gum Bot Curvy PF Mint (35ps) 1x6",1,156,9
"ALL Other","Clippa",03/02/2026,"IN-431876","P1713","FOREVER RESORTS WARMBATHS (30D-C)","P. O. Box 75","","Bela Bela","0480","Chris Hani Drive","","Bela Bela","0480","014 736 8500","MEN022","Mentos Gum Bot Curvy PF Wintergr (35ps)1x6",1,156,9
"ALL Other","Clippa",03/02/2026,"IN-431876","P1713","FOREVER RESORTS WARMBATHS (30D-C)","P. O. Box 75","","Bela Bela","0480","Chris Hani Drive","","Bela Bela","0480","014 736 8500","MEN023","Mentos Gum Bot Curvy Strawberry (35ps)1x6",1,156,9
"ALL Other","Clippa",03/02/2026,"IN-431876","P1713","FOREVER RESORTS WARMBATHS (30D-C)","P. O. Box 75","","Bela Bela","0480","Chris Hani Drive","","Bela Bela","0480","014 736 8500","MEN090","Mentos Gum Nana Bot Straw 10pc",1,166.18,9
"ALL Other","Clippa",03/02/2026,"IN-431876","P1713","FOREVER RESORTS WARMBATHS (30D-C)","P. O. Box 75","","Bela Bela","0480","Chris Hani Drive","","Bela Bela","0480","014 736 8500","MEN091","Mentos Gum Nana Bot Watermelon 10pc",1,166.18,9
"ALL Other","Nestle",03/02/2026,"IN-431876","P1713","FOREVER RESORTS WARMBATHS (30D-C)","P. O. Box 75","","Bela Bela","0480","Chris Hani Drive","","Bela Bela","0480","014 736 8500","NES001AER","Nestle Aero Milk 40x40g",1,420.00,9
"ALL Other","Nestle",03/02/2026,"IN-431876","P1713","FOREVER RESORTS WARMBATHS (30D-C)","P. O. Box 75","","Bela Bela","0480","Chris Hani Drive","","Bela Bela","0480","014 736 8500","NES001KIT","Nestle Kit Kat 4F Milk 48x41.5g",1,504,9
"ALL Other","Nestle",03/02/2026,"IN-431876","P1713","FOREVER RESORTS WARMBATHS (30D-C)","P. O. Box 75","","Bela Bela","0480","Chris Hani Drive","","Bela Bela","0480","014 736 8500","NES001ROL","Nestle ROLO 40x48g",1,584,9
"ALL Other","Nestle",03/02/2026,"IN-431876","P1713","FOREVER RESORTS WARMBATHS (30D-C)","P. O. Box 75","","Bela Bela","0480","Chris Hani Drive","","Bela Bela","0480","014 736 8500","NES001SMA","Nestle Smarties 40x40g",1,420.00,9
"ALL Other","Nestle",03/02/2026,"IN-431876","P1713","FOREVER RESORTS WARMBATHS (30D-C)","P. O. Box 75","","Bela Bela","0480","Chris Hani Drive","","Bela Bela","0480","014 736 8500","NES001TEX","Nestle Tex 24x58g",1,339,9
"ALL Other","Nestle",03/02/2026,"IN-431876","P1713","FOREVER RESORTS WARMBATHS (30D-C)","P. O. Box 75","","Bela Bela","0480","Chris Hani Drive","","Bela Bela","0480","014 736 8500","NES002AER","Nestle Aero Peppermint 40x40g",1,420.00,9
"ALL Other","Nestle",03/02/2026,"IN-431876","P1713","FOREVER RESORTS WARMBATHS (30D-C)","P. O. Box 75","","Bela Bela","0480","Chris Hani Drive","","Bela Bela","0480","014 736 8500","NES002KIT","Nestle Kit Kat 4F Dark 48x41.5g",1,504,9
"ALL Other","Nestle",03/02/2026,"IN-431876","P1713","FOREVER RESORTS WARMBATHS (30D-C)","P. O. Box 75","","Bela Bela","0480","Chris Hani Drive","","Bela Bela","0480","014 736 8500","NES002TEX","Nestle Tex Large 40x40g",1,420,9
"ALL Other","Nestle",03/02/2026,"IN-431876","P1713","FOREVER RESORTS WARMBATHS (30D-C)","P. O. Box 75","","Bela Bela","0480","Chris Hani Drive","","Bela Bela","0480","014 736 8500","NES003AER","Nestle Aero Dark 40x40g",1,420,9
"ALL Other","Nestle",03/02/2026,"IN-431876","P1713","FOREVER RESORTS WARMBATHS (30D-C)","P. O. Box 75","","Bela Bela","0480","Chris Hani Drive","","Bela Bela","0480","014 736 8500","NES003BAR","Nestle Bar One 40x52g",1,420,9
"ALL Other","Nestle",03/02/2026,"IN-431876","P1713","FOREVER RESORTS WARMBATHS (30D-C)","P. O. Box 75","","Bela Bela","0480","Chris Hani Drive","","Bela Bela","0480","014 736 8500","NES003KIT","Nestle Kit Kat 4F White 48x41.5g",1,504,9
"ALL Other","Nestle",03/02/2026,"IN-431876","P1713","FOREVER RESORTS WARMBATHS (30D-C)","P. O. Box 75","","Bela Bela","0480","Chris Hani Drive","","Bela Bela","0480","014 736 8500","NES003SMA","Nestle Smarties 24x70g",1,338.50,9
"ALL Other","Nestle",03/02/2026,"IN-431876","P1713","FOREVER RESORTS WARMBATHS (30D-C)","P. O. Box 75","","Bela Bela","0480","Chris Hani Drive","","Bela Bela","0480","014 736 8500","NES004AER","Nestle Aero Duet 40x40g",1,420.00,9
"ALL Other","Nestle",03/02/2026,"IN-431876","P1713","FOREVER RESORTS WARMBATHS (30D-C)","P. O. Box 75","","Bela Bela","0480","Chris Hani Drive","","Bela Bela","0480","014 736 8500","NES005KIT","Nestle Kit Kat 4F Gold 48x41.5g",1,504.00,9
"ALL Other","Biltong",03/02/2026,"IN-431876","P1713","FOREVER RESORTS WARMBATHS (30D-C)","P. O. Box 75","","Bela Bela","0480","Chris Hani Drive","","Bela Bela","0480","014 736 8500","ZT200","Taki S/P Stokkies 20X40G",1,545.70,9
"ALL Other","Biltong",03/02/2026,"IN-431876","P1713","FOREVER RESORTS WARMBATHS (30D-C)","P. O. Box 75","","Bela Bela","0480","Chris Hani Drive","","Bela Bela","0480","014 736 8500","ZT201","Taki S/P Stokkies Chilli 20X40G",2,1091.40,9
"ALL Other","Biltong",03/02/2026,"IN-431876","P1713","FOREVER RESORTS WARMBATHS (30D-C)","P. O. Box 75","","Bela Bela","0480","Chris Hani Drive","","Bela Bela","0480","014 736 8500","ZT202","Taki S/P Sliced Beef  20X50G",2,1091.40,9
"ALL Other","Biltong",03/02/2026,"IN-431876","P1713","FOREVER RESORTS WARMBATHS (30D-C)","P. O. Box 75","","Bela Bela","0480","Chris Hani Drive","","Bela Bela","0480","014 736 8500","ZT203","Taki Sliced P/Peri 20x50g",2,1091.40,9
"ALL Other","Biltong",03/02/2026,"IN-431876","P1713","FOREVER RESORTS WARMBATHS (30D-C)","P. O. Box 75","","Bela Bela","0480","Chris Hani Drive","","Bela Bela","0480","014 736 8500","ZT204","Taki Sliced BBQ 20x50g",2,1091.40,9
"ALL Other","Biltong",03/02/2026,"IN-431876","P1713","FOREVER RESORTS WARMBATHS (30D-C)","P. O. Box 75","","Bela Bela","0480","Chris Hani Drive","","Bela Bela","0480","014 736 8500","ZT205","Taki Dry Wors 20x60g",2,1091.40,9
"ALL Other","Biltong",03/02/2026,"IN-431876","P1713","FOREVER RESORTS WARMBATHS (30D-C)","P. O. Box 75","","Bela Bela","0480","Chris Hani Drive","","Bela Bela","0480","014 736 8500","ZT206","Taki S/P Beef Strips  20X40G",2,1091.40,9
"ALL Other","Biltong",03/02/2026,"IN-431876","P1713","FOREVER RESORTS WARMBATHS (30D-C)","P. O. Box 75","","Bela Bela","0480","Chris Hani Drive","","Bela Bela","0480","014 736 8500","ZT207","Taki S/P Kudu Strips  20X40G",2,1091.40,9
"ALL Other","Biltong",03/02/2026,"IN-431876","P1713","FOREVER RESORTS WARMBATHS (30D-C)","P. O. Box 75","","Bela Bela","0480","Chris Hani Drive","","Bela Bela","0480","014 736 8500","ZT211","Taki S/P Crisp Chilli 20X40G",2,1091.40,9
"ALL Other","Biltong",03/02/2026,"IN-431876","P1713","FOREVER RESORTS WARMBATHS (30D-C)","P. O. Box 75","","Bela Bela","0480","Chris Hani Drive","","Bela Bela","0480","014 736 8500","ZT212","Taki S/P Sliced Babmix 20X50G",2,1091.40,9
"ALL Other","Biltong",03/02/2026,"IN-431876","P1713","FOREVER RESORTS WARMBATHS (30D-C)","P. O. Box 75","","Bela Bela","0480","Chris Hani Drive","","Bela Bela","0480","014 736 8500","ZT500","TAKI Chopstix Trad Bag 100x7g",2,1091.06,9
"ALL Other","Diplomat",03/02/2026,"IN-431877","P3514","PEDAL TRADING (7DAYS EFT)","P.O. BOX 694","LEPHALALE","","","GROOTFONTEIN portion 74","LEPHALALE","","","083 886 1366","C607336","Halls Extra Strong 18",1,169.09,10
"ALL Other","Clippa",03/02/2026,"IN-431877","P3514","PEDAL TRADING (7DAYS EFT)","P.O. BOX 694","LEPHALALE","","","GROOTFONTEIN portion 74","LEPHALALE","","","083 886 1366","MEN022","Mentos Gum Bot Curvy PF Wintergr (35ps)1x6",1,156,10
"ALL Other","SG - Wrigley's",03/02/2026,"IN-431877","P3514","PEDAL TRADING (7DAYS EFT)","P.O. BOX 694","LEPHALALE","","","GROOTFONTEIN portion 74","LEPHALALE","","","083 886 1366","ORB191","Wrigley Orbit Bubblemint SXC 6x30Piece",1,231.78,10
"ALL Other","Squeeze Mee",03/02/2026,"IN-431878","P3514","PEDAL TRADING (7DAYS EFT)","P.O. BOX 694","LEPHALALE","","","GROOTFONTEIN portion 74","LEPHALALE","","","083 886 1366","SQ001","Squeeze-Mee Chocolate 40x130ml",1,298.70,10
"ALL Other","Squeeze Mee",03/02/2026,"IN-431878","P3514","PEDAL TRADING (7DAYS EFT)","P.O. BOX 694","LEPHALALE","","","GROOTFONTEIN portion 74","LEPHALALE","","","083 886 1366","SQ002","Squeeze-Mee Strawberry 40x130ml",1,298.70,10
"ALL Other","Squeeze Mee",03/02/2026,"IN-431878","P3514","PEDAL TRADING (7DAYS EFT)","P.O. BOX 694","LEPHALALE","","","GROOTFONTEIN portion 74","LEPHALALE","","","083 886 1366","SQ011","Squeeze-Mee Tof/Car 40x130ml",1,298.70,10
"ALL Other","Squeeze Mee",03/02/2026,"IN-431879","P3389","MOGOL METSI (2.5%)(I)","P.O. Box 129","Ellisras","Lephalale","0555","H/V Nelson Mandela & Chris","Hani Straat, Onverwacht","Lephalale","0557","014 763 1667","SQ001","Squeeze-Mee Chocolate 40x130ml",1,298.70,10
"ALL Other","Squeeze Mee",03/02/2026,"IN-431879","P3389","MOGOL METSI (2.5%)(I)","P.O. Box 129","Ellisras","Lephalale","0555","H/V Nelson Mandela & Chris","Hani Straat, Onverwacht","Lephalale","0557","014 763 1667","SQ002","Squeeze-Mee Strawberry 40x130ml",1,298.70,10
"ALL Other","Squeeze Mee",03/02/2026,"IN-431879","P3389","MOGOL METSI (2.5%)(I)","P.O. Box 129","Ellisras","Lephalale","0555","H/V Nelson Mandela & Chris","Hani Straat, Onverwacht","Lephalale","0557","014 763 1667","SQ011","Squeeze-Mee Tof/Car 40x130ml",1,298.70,10
"ALL Other","Oshee",03/02/2026,"IN-431880","P3514","PEDAL TRADING (7DAYS EFT)","P.O. BOX 694","LEPHALALE","","","GROOTFONTEIN portion 74","LEPHALALE","","","083 886 1366","BUN001","Bundaberg Ginger Beer 24x375ml",1,460,10
"ALL Other","Mageu",03/02/2026,"IN-431880","P3514","PEDAL TRADING (7DAYS EFT)","P.O. BOX 694","LEPHALALE","","","GROOTFONTEIN portion 74","LEPHALALE","","","083 886 1366","MA004","Mageu  Mabele  10x500ml",2,229.52,10
"ALL Other","Mageu",03/02/2026,"IN-431880","P3514","PEDAL TRADING (7DAYS EFT)","P.O. BOX 694","LEPHALALE","","","GROOTFONTEIN portion 74","LEPHALALE","","","083 886 1366","MA013","Mageu  Mabele 10x1lt",1,148.23,10
"ALL Other","Dairy Products",03/02/2026,"IN-431880","P3514","PEDAL TRADING (7DAYS EFT)","P.O. BOX 694","LEPHALALE","","","GROOTFONTEIN portion 74","LEPHALALE","","","083 886 1366","SQ202","SQ D/Thick 12x300ml Strawberry",1,141.74,10
"Excel","Bromor Foods",03/02/2026,"IN-431881","P937","EXEL MOGOL FILLING STATION (7 D - I)","P. O. Box 129","Ellisras","","0555","Cnr Nelson Mandela & ChrisHani","Onverwacht","Ellisras","0555","014 763 6346","BR006","Energade Blue Berry 24X500ML",2,479.12,10
"Excel","Bromor Foods",03/02/2026,"IN-431881","P937","EXEL MOGOL FILLING STATION (7 D - I)","P. O. Box 129","Ellisras","","0555","Cnr Nelson Mandela & ChrisHani","Onverwacht","Ellisras","0555","014 763 6346","BR030","Energade Zero Blueberry 24X500ML",1,239.56,10
"Excel","Foxi Snax",03/02/2026,"IN-431881","P937","EXEL MOGOL FILLING STATION (7 D - I)","P. O. Box 129","Ellisras","","0555","Cnr Nelson Mandela & ChrisHani","Onverwacht","Ellisras","0555","014 763 6346","FN001","Foxi Nax Cheese 50x22g",1,73.04,10
"Excel","Foxi Snax",03/02/2026,"IN-431881","P937","EXEL MOGOL FILLING STATION (7 D - I)","P. O. Box 129","Ellisras","","0555","Cnr Nelson Mandela & ChrisHani","Onverwacht","Ellisras","0555","014 763 6346","FN002","Foxi Nax Beef 50x22g",1,73.04,10
"Excel","Foxi Snax",03/02/2026,"IN-431881","P937","EXEL MOGOL FILLING STATION (7 D - I)","P. O. Box 129","Ellisras","","0555","Cnr Nelson Mandela & ChrisHani","Onverwacht","Ellisras","0555","014 763 6346","FN023","Foxi Nax Salt Vinegar 40x75g",1,216.53,10
"Excel","Foxi Snax",03/02/2026,"IN-431881","P937","EXEL MOGOL FILLING STATION (7 D - I)","P. O. Box 129","Ellisras","","0555","Cnr Nelson Mandela & ChrisHani","Onverwacht","Ellisras","0555","014 763 6346","FN026","Foxi Nax Spicy Tomato 40x75g",1,216.53,10
"Excel","Foxi Snax",03/02/2026,"IN-431881","P937","EXEL MOGOL FILLING STATION (7 D - I)","P. O. Box 129","Ellisras","","0555","Cnr Nelson Mandela & ChrisHani","Onverwacht","Ellisras","0555","014 763 6346","FNP003","Foxi Puffs BBQ 20x50g",1,93.48,10
"Excel","Aquelle",03/02/2026,"IN-431881","P937","EXEL MOGOL FILLING STATION (7 D - I)","P. O. Box 129","Ellisras","","0555","Cnr Nelson Mandela & ChrisHani","Onverwacht","Ellisras","0555","014 763 6346","QU301","aQuelle Still 6x750ml",2,100.80,10
"Excel","Aquelle",03/02/2026,"IN-431881","P937","EXEL MOGOL FILLING STATION (7 D - I)","P. O. Box 129","Ellisras","","0555","Cnr Nelson Mandela & ChrisHani","Onverwacht","Ellisras","0555","014 763 6346","QU603","aQuelle Strawberry 6x500ml",4,168,10
"Excel","Aquelle",03/02/2026,"IN-431881","P937","EXEL MOGOL FILLING STATION (7 D - I)","P. O. Box 129","Ellisras","","0555","Cnr Nelson Mandela & ChrisHani","Onverwacht","Ellisras","0555","014 763 6346","QU607","aQuelle Marula 6x500ml",2,84,10
"Excel","Aquelle",03/02/2026,"IN-431881","P937","EXEL MOGOL FILLING STATION (7 D - I)","P. O. Box 129","Ellisras","","0555","Cnr Nelson Mandela & ChrisHani","Onverwacht","Ellisras","0555","014 763 6346","QV007","aQ Viv Pineberry Sport 6x500ml",1,58.20,10
"Excel","Energy Drinks",03/02/2026,"IN-431881","P937","EXEL MOGOL FILLING STATION (7 D - I)","P. O. Box 129","Ellisras","","0555","Cnr Nelson Mandela & ChrisHani","Onverwacht","Ellisras","0555","014 763 6346","SWI023","Switch Dry Lemon 24x500ml",2,368.70,10
"Excel","Energy Drinks",03/02/2026,"IN-431881","P937","EXEL MOGOL FILLING STATION (7 D - I)","P. O. Box 129","Ellisras","","0555","Cnr Nelson Mandela & ChrisHani","Onverwacht","Ellisras","0555","014 763 6346","SWI039","Switch Tropical 24x500ml",2,368.70,10
"Excel","Energy Drinks",03/02/2026,"IN-431881","P937","EXEL MOGOL FILLING STATION (7 D - I)","P. O. Box 129","Ellisras","","0555","Cnr Nelson Mandela & ChrisHani","Onverwacht","Ellisras","0555","014 763 6346","SWI041","Biogen Redcurrant/Blueberry  24x500ml",2,368.70,10
"Excel","Energy Drinks",03/02/2026,"IN-431881","P937","EXEL MOGOL FILLING STATION (7 D - I)","P. O. Box 129","Ellisras","","0555","Cnr Nelson Mandela & ChrisHani","Onverwacht","Ellisras","0555","014 763 6346","SWI048","Switch S/Free Dragonfruit/Berries 24x500ml",2,368.70,10
"Excel","Energy Drinks",03/02/2026,"IN-431881","P937","EXEL MOGOL FILLING STATION (7 D - I)","P. O. Box 129","Ellisras","","0555","Cnr Nelson Mandela & ChrisHani","Onverwacht","Ellisras","0555","014 763 6346","SWI057","Switch Watermelon/Straw & Pear 24x500ml",3,553.04,10
"Excel","Take 5 Juice",03/02/2026,"IN-431881","P937","EXEL MOGOL FILLING STATION (7 D - I)","P. O. Box 129","Ellisras","","0555","Cnr Nelson Mandela & ChrisHani","Onverwacht","Ellisras","0555","014 763 6346","TA210","Take 5 Drinking Yog Choc Mousse Tai 10x300gm",1,136,10
"Excel","Waterberg",03/02/2026,"IN-431881","P937","EXEL MOGOL FILLING STATION (7 D - I)","P. O. Box 129","Ellisras","","0555","Cnr Nelson Mandela & ChrisHani","Onverwacht","Ellisras","0555","014 763 6346","W006","W/B Still  1x10lt",10,291.30,10
"ALL Other","Waterberg NEW",03/02/2026,"IN-431882","P690","CFAO MOBILITY POLOKWANE(PTY)LTD 30 C","P.O.BOX 5069","HORIZON ROODEPOORT","GAUTENG","","CFAO MOPBILITY POLOKWANE (PTY)PTD","","","","010 005 4231","WBNEW500","W/B Spring Water Still 24x500ml",10,869.57,31
"ALL Other","Waterberg NEW",03/02/2026,"IN-431883","P690","CFAO MOBILITY POLOKWANE(PTY)LTD 30 C","P.O.BOX 5069","HORIZON ROODEPOORT","GAUTENG","","CFAO MOPBILITY POLOKWANE (PTY)PTD","","","","010 005 4231","WBNEW500","W/B Spring Water Still 24x500ml",30,2608.70,31
"ALL Other","Vapes",03/02/2026,"IN-431884","P3005","COD","","","","","","","","","","TROB303","Tropic Bar 30 000 Extreme Mint 5's",1,1017.39,31
"ALL Other","Sweets",03/02/2026,"IN-431885","P3371","W DU PREEZ t/a TRITEX MOTORS (3%) (CAD)","P.O. Box 1697","Mokopane","","0600","3 Beitel Street","","Mokopane","0600","015 491 5523","HOG105/1","DISCONTINUED",13,317.90,8
"ALL Other","Sweets",03/02/2026,"IN-431886","S67","NADIA VICKERY (PERSONEEL)","","","","","","","","","","HOG105/1","DISCONTINUED",13,251.16,30
"ALL Other","Energy Drinks",03/02/2026,"IN-431887","P707","INTERNATIONAL TRAVEL SHOP (PTY) LTD(30DC","P O Box 1212","","Messina","0900","Itsa Border Shops,Duty Free Shops","Beitbridge","Musina","","015 530 0271/2/adele","V24LI500","Vita24 Litchi 500ml 1x6 pack",3,324.32,16
"ALL Other","Foxi Snax",03/02/2026,"IN-431888","P3968","WAG N BIETJIE DRANKWINKEL (CAD)","PLOT 125","NOODHULP R516 THABAZIMBIE RD","BELA BELA","","PLOT 125 NOODHULP R516 THABAZIMBIE RD","BEL BELA","","","082 929 0616","FN000","Foxi Nax MIX 50x22g",2,146.09,9
"BP","Waterberg",03/02/2026,"IN-431889","P593","CFAO MOBILITY (PTY)LTD (30 DAE CURRENT)","P.O.BOX 5069","HORIZON","ROODEPOORT","GAUTENG","108 LANDROS MAREE STREET","POLOKWANE","","","011 549 3100","W100-CFAO","W/B Still CFAO Toyota 24X500ML",6,521.76,31
"ALL Other","Energy Drinks",03/02/2026,"IN-431890","P1228","PROMOTION & EVENTS","Posbus 5985","","Polokwane","0700","110 River Street","Ladine","Polokwane","0699","015 293 0704/5","V24PF500","Vita24 Passionfruit 500ml 1x6 pack",2,0,31
"ALL Other","Energy Drinks",03/02/2026,"IN-431890","P1228","PROMOTION & EVENTS","Posbus 5985","","Polokwane","0700","110 River Street","Ladine","Polokwane","0699","015 293 0704/5","V24RB500","Vita24 Red Berry 500ml 1x6 pack",1,0,31
"ALL Other","Energy Drinks",03/02/2026,"IN-431890","P1228","PROMOTION & EVENTS","Posbus 5985","","Polokwane","0700","110 River Street","Ladine","Polokwane","0699","015 293 0704/5","VB24LL500","Vita24 Lemon & Lime 500ml 1x6 pack",1,0,31
"ALL Other","Waterberg NEW",03/02/2026,"IN-431890","P1228","PROMOTION & EVENTS","Posbus 5985","","Polokwane","0700","110 River Street","Ladine","Polokwane","0699","015 293 0704/5","WBNEW500","W/B Spring Water Still 24x500ml",2,0,31
"ALL Other","Aquelle",03/02/2026,"IN-431891","P2496","TOMMIES TREETOP TREATS (CAD)","TOM NUADE H/SKOOL","226 POTGIETER AVE","POLOKWANE","","TOM NAUDE H/SKOOL","266 Potgieter Avenue, Eduanpark","Polokwane","0759","","QU601","aQuelle Litchi 6x500ml",8,336,2
"ALL Other","Aquelle",03/02/2026,"IN-431891","P2496","TOMMIES TREETOP TREATS (CAD)","TOM NUADE H/SKOOL","226 POTGIETER AVE","POLOKWANE","","TOM NAUDE H/SKOOL","266 Potgieter Avenue, Eduanpark","Polokwane","0759","","QU602","aQuelle Naartjie 6x500ml",4,168,2
"ALL Other","Aquelle",03/02/2026,"IN-431891","P2496","TOMMIES TREETOP TREATS (CAD)","TOM NUADE H/SKOOL","226 POTGIETER AVE","POLOKWANE","","TOM NAUDE H/SKOOL","266 Potgieter Avenue, Eduanpark","Polokwane","0759","","QU603","aQuelle Strawberry 6x500ml",6,252,2
"ALL Other","Aquelle",03/02/2026,"IN-431891","P2496","TOMMIES TREETOP TREATS (CAD)","TOM NUADE H/SKOOL","226 POTGIETER AVE","POLOKWANE","","TOM NAUDE H/SKOOL","266 Potgieter Avenue, Eduanpark","Polokwane","0759","","QU605","aQuelle Granadilla 6x500ml",6,252,2
"ALL Other","Aquelle",03/02/2026,"IN-431891","P2496","TOMMIES TREETOP TREATS (CAD)","TOM NUADE H/SKOOL","226 POTGIETER AVE","POLOKWANE","","TOM NAUDE H/SKOOL","266 Potgieter Avenue, Eduanpark","Polokwane","0759","","QU609","aQuelle Honey Melon 6x500ml",6,252,2
"ALL Other","Aquelle",03/02/2026,"IN-431891","P2496","TOMMIES TREETOP TREATS (CAD)","TOM NUADE H/SKOOL","226 POTGIETER AVE","POLOKWANE","","TOM NAUDE H/SKOOL","266 Potgieter Avenue, Eduanpark","Polokwane","0759","","QU610","aQuelle Apple 6x500ml",4,168,2
"ALL Other","Squeeze Mee",03/02/2026,"IN-431892","P3875","MOCKFORD PORK PTY LD (7 DAYS)","P.O.BOX 76","POLOKWANE","","","84 SILICONE STREET","LADINE","POLOKWANE","","082 789 1333 butch","SQ001","Squeeze-Mee Chocolate 40x130ml",1,298.70,2
"ALL Other","Squeeze Mee",03/02/2026,"IN-431892","P3875","MOCKFORD PORK PTY LD (7 DAYS)","P.O.BOX 76","POLOKWANE","","","84 SILICONE STREET","LADINE","POLOKWANE","","082 789 1333 butch","SQ002","Squeeze-Mee Strawberry 40x130ml",1,298.70,2
"Total","Bromor Foods",03/02/2026,"IN-431893","P139","TOTAL L/B JANPRET POLOKWANE(2%)(3D )**","P.O. Box 242","","Ladanna","0704","24 Witklip Street","Ladanna","Polokwane","0699","078 415 9639","BR006","Energade Blue Berry 24X500ML",1,239.56,2
"Total","Bromor Foods",03/02/2026,"IN-431893","P139","TOTAL L/B JANPRET POLOKWANE(2%)(3D )**","P.O. Box 242","","Ladanna","0704","24 Witklip Street","Ladanna","Polokwane","0699","078 415 9639","BR019","Oros Guava  24X300ML",1,104.14,2
"Total","Bromor Foods",03/02/2026,"IN-431893","P139","TOTAL L/B JANPRET POLOKWANE(2%)(3D )**","P.O. Box 242","","Ladanna","0704","24 Witklip Street","Ladanna","Polokwane","0699","078 415 9639","BR021","Oros  Apple Berry 24X300ML",1,104.14,2
"Total","Aquelle",03/02/2026,"IN-431893","P139","TOTAL L/B JANPRET POLOKWANE(2%)(3D )**","P.O. Box 242","","Ladanna","0704","24 Witklip Street","Ladanna","Polokwane","0699","078 415 9639","QU301","aQuelle Still 6x750ml",10,504,2
